Identified Proteins (1678),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,Taxonomy,Acetate-R1,Acetate-R2,Acetate-R3,Arabinose-R1,Arabinose-R2,Arabinose-R3,Fumarate-R1,Fumarate-R2,Fumarate-R3,Glucose-R1,Glucose-R2,Glucose-R3,LB-R1,LB-R2,LB-R3,Mannitol-R1,Mannitol-R2,Mannitol-R3,Mannose-R1,Mannose-R2,Mannose-R3,Protocatechuate-R1,Protocatechuate-R2,Protocatechuate-R3,Ribose-R1,Ribose-R2,Ribose-R3,Succinate-R1,Succinate-R2,Succinate-R3,Xylose-R1,Xylose-R2,Xylose-R3
50S ribosomal protein L3 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rplC PE=3 SV=1,Q8UE18,rplC,23 kDa,,unknown,27.829,27.574,37.979,29.419,30.915,29.041,29.953,35.724,32.467,35.283,34.367,29.336,24.617,26.42,25.028,32.799,33.522,32.346,29.777,32.583,31.219,30.29,30.342,30.696,23.823,27.09,28.469,32.002,30.668,32.466,29.153,31.085,30.324
Transaldolase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=tal PE=3 SV=1,Q8U7I5,tal,34 kDa,,unknown,27.829,30.756,30.858,23.535,22.592,23.032,33.583,32.828,33.422,31.363,29.933,26.301,32.822,34.126,33.037,25.841,30.564,31.335,34.74,37.52,34.24,21.934,21.533,27.626,52.058,52.245,58.835,32.002,29.739,25.973,53.604,50.866,55.594
30S ribosomal protein S8 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rpsH PE=3 SV=1,Q8UE32,rpsH,14 kDa,,unknown,32.627,27.574,23.737,27.457,21.403,23.032,36.306,40.552,35.332,30.056,33.259,33.383,21.882,23.118,26.029,31.805,33.522,30.324,31.762,30.608,32.226,28.201,28.384,31.719,26.47,27.09,26.571,32.002,36.244,36.176,28.212,29.201,27.292
30S ribosomal protein S3 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rpsC PE=3 SV=1,Q8UE24,rpsC,27 kDa,,unknown,29.748,29.695,36.792,27.457,29.726,31.044,35.399,32.828,36.287,37.897,34.367,33.383,23.705,20.916,21.023,36.774,30.564,29.313,32.755,26.659,30.212,32.379,26.427,29.673,25.588,28.058,28.469,38.002,37.174,36.176,29.153,31.085,27.292
Pyruvate dehydrogenase E1 component subunit beta OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=pdhB PE=4 SV=1,A9CJ32,pdhB,51 kDa,,unknown,21.111,24.393,21.363,28.438,34.482,26.037,43.567,47.31,46.791,35.283,41.019,37.429,31.911,28.622,32.036,33.793,40.424,36.389,39.703,41.469,34.24,27.157,27.405,22.51,31.764,29.025,31.315,43.002,42.75,40.814,34.795,30.143,31.335
UTP--glucose-1-phosphate uridylyltransferase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=galU PE=3 SV=1,A9CFM8,galU,32 kDa,TRUE,unknown,27.829,25.453,24.924,26.477,28.537,30.042,30.86,28.965,33.422,26.136,27.716,28.325,20.058,18.714,22.025,32.799,31.55,33.356,31.762,34.558,32.226,32.379,36.214,29.673,31.764,25.155,30.367,28.001,33.456,34.321,30.093,30.143,29.313
Carboxy-terminal protease OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2774 PE=3 SV=2,Q7CWA0,Atu2774,47 kDa,,unknown,29.748,28.635,24.924,36.283,33.293,34.048,29.953,29.931,31.512,35.283,28.824,28.325,19.146,20.916,22.025,29.817,32.536,30.324,32.755,32.583,33.233,33.423,34.257,30.696,37.941,40.635,37.009,27.001,26.951,29.683,31.034,30.143,31.335
50S ribosomal protein L7/L12 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rplL PE=1 SV=1,Q8UE07,rplL,13 kDa,,unknown,33.586,36.058,40.353,29.419,22.592,25.035,37.214,50.207,33.422,43.124,28.824,34.394,20.058,28.622,28.031,29.817,32.536,38.41,29.777,26.659,27.191,27.157,20.554,30.696,15,31.928,24.673,41.002,40.891,40.814,24.451,27.317,24.259
"ABC transporter, nucleotide binding/ATPase protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=chvD PE=4 SV=2",Q8U559,chvD,61 kDa,,unknown,28.788,31.816,34.419,29.419,29.726,29.041,33.583,37.655,35.332,26.136,28.824,27.313,29.176,29.723,31.035,28.823,27.606,32.346,28.784,27.646,28.198,30.29,29.363,27.626,23.823,25.155,19.928,40.002,38.103,36.176,25.391,25.433,28.302
Succinate dehydrogenase flavoprotein subunit OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=sdhA PE=3 SV=1,A9CHJ8,sdhA,67 kDa,,unknown,40.303,48.785,46.287,41.186,46.372,50.07,44.475,39.586,43.926,22.215,25.498,22.255,27.352,27.521,28.031,24.848,27.606,24.259,20.844,23.697,19.134,36.557,35.235,35.812,16.764,13.545,14.234,41.002,38.103,43.597,21.63,20.723,19.205
30S ribosomal protein S7 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rpsG PE=3 SV=1,Q8UE14,rpsG,18 kDa,,unknown,25.909,22.271,28.484,25.496,23.781,23.032,29.953,28,32.467,30.056,27.716,31.359,24.617,25.319,26.029,30.811,26.621,25.27,31.762,29.621,24.169,30.29,27.405,26.603,27.353,24.188,22.775,28.001,29.739,30.611,30.093,28.259,28.302
Dihydrolipoamide acetyltransferase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=aceF PE=4 SV=2,Q7CZ96,aceF,42 kDa,,unknown,17.273,19.09,16.616,23.535,20.213,21.03,48.106,51.172,45.836,33.977,31.041,33.383,23.705,23.118,26.029,35.781,34.508,34.367,30.77,31.595,33.233,19.845,16.639,18.418,26.47,28.058,26.571,47.002,40.891,39.887,31.974,32.026,30.324
50S ribosomal protein L1 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rplA PE=3 SV=2,Q8UE05,rplA,24 kDa,TRUE,unknown,24.95,27.574,33.232,28.438,30.915,28.039,29.045,34.759,31.512,32.67,35.476,31.359,20.97,23.118,23.026,31.805,25.635,26.281,27.792,27.646,25.177,30.29,23.49,28.65,20.294,19.35,18.979,36.002,30.668,31.538,23.51,24.491,24.259
Outer membrane lipoprotein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4489 PE=4 SV=1,A9CGQ9,Atu4489,28 kDa,,unknown,23.99,25.453,24.924,36.283,38.049,33.046,40.844,42.483,39.151,35.283,35.476,31.359,15.499,15.412,14.016,35.781,33.522,36.389,29.777,34.558,30.212,26.112,25.448,24.557,27.353,20.318,21.826,38.002,34.386,41.742,31.034,29.201,29.313
Nodulation protein T OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=nodT PE=3 SV=2,Q7CWS9,nodT,51 kDa,,unknown,24.95,31.816,33.232,32.36,32.104,32.045,28.137,28.965,27.692,31.363,35.476,27.313,24.617,28.622,27.03,31.805,34.508,33.356,29.777,30.608,32.226,28.201,30.342,31.719,30.882,30.96,32.264,30.002,25.092,24.117,31.034,32.968,30.324
50S ribosomal protein L2 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rplB PE=3 SV=1,Q8UE21,rplB,30 kDa,,unknown,26.869,26.514,32.045,24.515,27.348,26.037,37.214,29.931,34.377,30.056,27.716,28.325,25.529,24.218,21.023,31.805,31.55,29.313,27.792,26.659,31.219,27.157,28.384,26.603,22.941,20.318,23.724,31.002,32.527,34.321,26.332,26.375,24.259
Transcription termination/antitermination protein NusA OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=nusA PE=3 SV=1,A9CKQ5,nusA,60 kDa,,unknown,25.909,27.574,26.111,25.496,24.97,29.041,39.029,36.69,36.287,33.977,23.281,28.325,21.882,26.42,31.035,31.805,29.578,24.259,27.792,25.671,30.212,28.201,30.342,28.65,26.47,22.253,25.622,34.002,32.527,35.249,29.153,28.259,27.292
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2469 PE=4 SV=1,A9CHT0,Atu2469,32 kDa,,unknown,34.546,33.937,40.353,28.438,28.537,16.023,26.322,22.207,22.918,44.431,34.367,33.383,59.263,67.151,70.078,24.848,23.663,24.259,28.784,25.671,25.177,14.623,11.745,12.278,31.764,37.733,34.162,14.001,12.081,11.131,37.617,37.678,44.475
Biotin carboxylase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=accC PE=4 SV=1,A9CJ83,accC,49 kDa,TRUE,unknown,24.95,29.695,28.484,29.419,28.537,28.039,33.583,32.828,30.557,35.283,32.15,32.371,27.352,33.025,27.03,26.835,30.564,33.356,29.777,29.621,31.219,32.379,29.363,32.742,29.117,29.993,26.571,33.002,29.739,27.828,31.034,25.433,34.367
30S ribosomal protein S5 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rpsE PE=3 SV=1,Q8UE35,rpsE,21 kDa,,unknown,29.748,29.695,27.297,26.477,35.671,25.035,29.953,31.862,28.647,32.67,28.824,25.29,23.705,28.622,27.03,26.835,26.621,30.324,26.799,27.646,26.184,27.157,25.448,28.65,16.764,22.253,21.826,34.002,32.527,29.683,24.451,23.549,24.259
"ABC transporter, substrate binding protein (Iron) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=sitA PE=3 SV=2",Q7CV16,sitA,32 kDa,,unknown,24.95,24.393,22.55,41.186,36.86,42.059,25.414,25.103,26.737,32.67,33.259,30.348,47.41,35.227,49.055,41.744,35.494,38.41,42.68,42.456,40.283,38.646,41.108,33.766,0.88234,1.935,0.94895,31.002,28.81,27.828,7.5233,7.5356,3.0324
Fumarate hydratase class II OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=fumC PE=3 SV=2,Q8UEY7,fumC,49 kDa,TRUE,unknown,25.909,23.332,23.737,25.496,29.726,28.039,30.86,31.862,36.287,30.056,32.15,34.394,30.087,27.521,30.034,29.817,34.508,32.346,29.777,29.621,31.219,28.201,30.342,26.603,15.882,16.448,17.081,33.002,34.386,32.466,23.51,20.723,24.259
Phosphoglycerate kinase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=pgk PE=3 SV=2,Q8U9I9,pgk,42 kDa,,unknown,24.95,24.393,27.297,32.36,35.671,31.044,27.23,28.965,26.737,31.363,32.15,26.301,23.705,33.025,33.037,32.799,29.578,26.281,26.799,26.659,24.169,35.512,29.363,32.742,22.058,24.188,21.826,27.001,26.951,26.9,28.212,24.491,30.324
"ABC transporter, substrate binding protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2147 PE=4 SV=1",A9CI90,Atu2147,39 kDa,,unknown,30.707,31.816,28.484,29.419,26.159,23.032,17.245,15.448,13.369,37.897,33.259,35.406,23.705,17.613,19.021,22.86,24.649,21.227,29.777,32.583,30.212,32.379,32.299,34.789,37.941,37.733,43.652,19.001,18.587,19.48,31.974,30.143,34.367
DUF1775 domain-containing protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu1468 PE=4 SV=1,A9CJ17,Atu1468,34 kDa,,unknown,23.99,27.574,15.429,73.546,76.098,66.093,0.90766,0.96552,0.95491,26.136,18.847,21.243,57.439,60.546,58.065,59.634,59.157,60.648,38.71,48.381,44.311,2.089,49.917,38.882,4.4117,7.74,3.7958,2.0001,5.5761,2.7828,9.4041,8.4776,9.0972
Carbamoyl-phosphate synthase large chain OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=carB PE=3 SV=2,Q8UDE9,carB,126 kDa,,unknown,25.909,28.635,26.111,20.593,20.213,25.035,45.383,40.552,40.106,26.136,24.39,27.313,21.882,22.017,19.021,24.848,27.606,27.292,19.851,22.709,21.148,21.934,25.448,18.418,22.941,25.155,26.571,39.002,39.962,37.104,28.212,24.491,25.27
50S ribosomal protein L9 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rplI PE=3 SV=1,Q8UGF0,rplI,21 kDa,TRUE,unknown,23.031,25.453,27.297,23.535,26.159,25.035,24.507,28,27.692,31.363,27.716,28.325,21.882,25.319,23.026,25.841,24.649,28.302,28.784,26.659,28.198,26.112,24.469,25.58,21.176,21.285,26.571,27.001,26.022,25.973,24.451,27.317,27.292
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu8170 PE=4 SV=2,Q8U562,Atu8170,11 kDa,,unknown,23.99,24.393,29.671,25.496,27.348,25.035,18.153,18.345,17.188,31.363,26.607,23.267,30.999,28.622,35.039,25.841,27.606,24.259,25.807,21.722,28.198,31.334,24.469,25.58,30.882,27.09,34.162,19.001,20.446,16.697,28.212,24.491,31.335
Aminotransferase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=aatA PE=3 SV=1,A9CI70,aatA,44 kDa,,unknown,22.071,22.271,29.671,24.515,28.537,24.034,29.953,23.172,30.557,31.363,27.716,23.267,16.411,14.311,17.019,24.848,28.592,27.292,24.814,22.709,26.184,26.112,24.469,24.557,16.764,15.48,18.979,29.002,28.81,30.611,17.868,16.955,22.238
Acetyl-coenzyme A synthetase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=acsA PE=3 SV=2,Q8UBV5,acsA,73 kDa,,unknown,76.768,77.42,87.827,15.69,16.646,20.028,8.1689,5.7931,6.6844,24.829,31.041,21.243,20.058,24.218,27.03,13.915,12.817,13.14,22.829,19.747,25.177,27.157,31.32,27.626,22.058,25.155,27.52,9.0005,10.223,10.204,20.689,28.259,24.259
Aspartokinase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=lysC PE=3 SV=1,A9CG68,lysC,45 kDa,,unknown,25.909,26.514,29.671,27.457,23.781,24.034,39.029,39.586,38.196,28.749,29.933,27.313,18.235,13.21,15.017,26.835,27.606,32.346,28.784,27.646,29.205,22.979,22.512,26.603,16.764,13.545,13.285,37.002,36.244,35.249,24.451,24.491,22.238
Phosphoserine transaminase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=serC PE=3 SV=1,A9CFK1,serC,42 kDa,,unknown,28.788,27.574,23.737,45.108,49.939,46.065,29.953,28,28.647,19.602,19.955,18.209,23.705,28.622,19.021,27.829,27.606,27.292,20.844,24.684,18.127,24.023,27.405,27.626,16.764,15.48,15.183,42.002,39.962,41.742,15.047,14.129,12.13
C4-dicarboxylate binding protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2744 PE=4 SV=1,A9CHF0,Atu2744,37 kDa,,unknown,28.788,25.453,29.671,19.612,22.592,22.031,13.615,14.483,14.324,33.977,38.802,32.371,15.499,14.311,18.02,20.872,20.705,22.238,24.814,27.646,32.226,32.379,31.32,29.673,56.47,58.05,56.937,18.001,13.94,13.914,34.795,32.026,32.346
Peptidyl-prolyl cis-trans isomerase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=ppiB PE=3 SV=1,A9CIS4,ppiB,18 kDa,,unknown,27.829,27.574,26.111,25.496,27.348,26.037,30.86,30.897,30.557,31.363,25.498,27.313,30.999,30.823,28.031,27.829,26.621,26.281,26.799,27.646,29.205,30.29,27.405,29.673,20.294,27.09,23.724,33.002,29.739,29.683,25.391,26.375,25.27
50S ribosomal protein L13 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rplM PE=3 SV=2,Q8UFZ7,rplM,17 kDa,,unknown,25.909,28.635,30.858,22.554,28.537,26.037,27.23,28.965,27.692,36.59,33.259,26.301,22.793,26.42,26.029,27.829,25.635,27.292,26.799,24.684,25.177,26.112,24.469,29.673,24.705,24.188,21.826,29.002,28.81,30.611,25.391,22.607,26.281
50S ribosomal protein L10 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rplJ PE=1 SV=1,Q8UE06,rplJ,18 kDa,,unknown,27.829,25.453,28.484,27.457,27.348,22.031,29.045,30.897,31.512,36.59,28.824,30.348,20.97,25.319,22.025,32.799,26.621,26.281,29.777,27.646,30.212,28.201,22.512,25.58,25.588,24.188,22.775,30.002,30.668,27.828,25.391,26.375,26.281
Sugar nucleotide epimerase/dehydratase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4610 PE=4 SV=1,A9CGW4,Atu4610,38 kDa,,unknown,23.99,18.029,18.99,21.574,19.024,24.034,29.953,28.965,29.602,22.215,28.824,25.29,20.058,15.412,21.023,23.854,25.635,24.259,25.807,26.659,27.191,29.245,27.405,25.58,31.764,29.993,29.418,27.001,30.668,31.538,21.63,27.317,25.27
Pyruvate kinase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=pykA PE=3 SV=1,A9CFM1,pykA,51 kDa,,unknown,17.273,20.15,16.616,17.651,14.268,14.02,21.784,24.138,19.098,32.67,33.259,35.406,29.176,33.025,28.031,35.781,39.438,39.421,38.71,37.52,34.24,18.801,18.596,15.348,27.353,28.058,26.571,21.001,20.446,18.552,29.153,30.143,31.335
Succinate--CoA ligase [ADP-forming] subunit alpha OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=sucD PE=3 SV=1,A9CHK0,sucD,31 kDa,,unknown,33.586,30.756,33.232,28.438,33.293,32.045,31.768,28.965,32.467,23.522,18.847,17.197,21.882,24.218,25.028,18.884,21.691,19.205,18.859,21.722,18.127,28.201,27.405,29.673,8.8234,8.7075,11.387,33.002,32.527,33.393,15.987,19.781,15.162
50S ribosomal protein L5 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rplE PE=3 SV=1,Q8UE30,rplE,21 kDa,,unknown,22.071,22.271,22.55,20.593,23.781,21.03,22.691,22.207,23.873,28.749,24.39,21.243,18.235,20.916,18.02,20.872,21.691,21.227,22.829,20.735,21.148,22.979,19.575,20.464,17.647,19.35,20.877,23.001,20.446,21.335,25.391,20.723,22.238
Glucose-6-phosphate 1-dehydrogenase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=zwf PE=3 SV=2,Q7D148,zwf,55 kDa,,unknown,6.7172,7.4238,8.3079,7.8449,10.701,8.0113,9.9842,9.6552,8.5942,39.204,41.019,43.498,24.617,25.319,24.027,35.781,36.48,32.346,36.725,39.494,36.254,10.445,8.8089,8.1856,38.823,34.83,36.06,7.0004,10.223,9.276,33.855,35.794,38.41
50S ribosomal protein L22 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rplV PE=3 SV=1,Q8UE23,rplV,14 kDa,,unknown,26.869,20.15,26.111,23.535,26.159,25.035,28.137,32.828,32.467,31.363,24.39,26.301,22.793,20.916,22.025,26.835,27.606,24.259,25.807,23.697,24.169,21.934,24.469,27.626,20.294,22.253,23.724,30.002,31.598,29.683,22.57,23.549,25.27
Aldehyde dehydrogenase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3498 PE=4 SV=2,Q7CSM1,Atu3498,51 kDa,,unknown,25.909,24.393,24.924,34.322,32.104,31.044,23.599,18.345,24.828,26.136,26.607,27.313,33.734,28.622,27.03,23.854,26.621,27.292,25.807,27.646,26.184,25.068,21.533,25.58,17.647,22.253,20.877,24.001,22.304,22.262,21.63,21.665,19.205
ATP synthase subunit delta OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=atpH PE=3 SV=3,Q7CWL8,atpH,20 kDa,,unknown,23.031,29.695,32.045,18.632,23.781,24.034,23.599,29.931,27.692,26.136,23.281,21.243,15.499,20.916,17.019,25.841,25.635,23.248,20.844,21.722,26.184,20.89,22.512,23.534,20.294,22.253,21.826,28.001,23.234,24.117,20.689,19.781,22.238
Periplasmic serine endoprotease DegP-like OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=dop PE=3 SV=1,A9CJM8,dop,54 kDa,,unknown,34.546,34.998,42.726,25.496,24.97,25.035,11.8,16.414,12.414,16.988,9.9776,13.151,30.999,36.328,29.032,27.829,30.564,28.302,15.881,18.76,21.148,51.18,55.789,58.322,12.353,13.545,11.387,14.001,14.87,10.204,17.868,9.4195,13.14
50S ribosomal protein L15 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rplO PE=3 SV=1,Q8UE36,rplO,17 kDa,,unknown,25.909,24.393,27.297,23.535,24.97,26.037,26.322,27.034,31.512,28.749,26.607,30.348,20.058,15.412,19.021,27.829,26.621,27.292,29.777,30.608,25.177,28.201,27.405,23.534,23.823,20.318,20.877,29.002,28.81,27.828,25.391,24.491,24.259
Cobalamin biosynthesis protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=cobS PE=4 SV=1,A9CFG7,cobS,37 kDa,TRUE,unknown,18.233,18.029,20.176,23.535,23.781,19.027,24.507,20.276,23.873,20.909,18.847,20.232,18.235,19.815,19.021,21.866,23.663,24.259,20.844,20.735,23.162,18.801,16.639,18.418,16.764,15.48,16.132,20.001,20.446,22.262,18.808,20.723,18.194
Putative metalloprotease M20 family OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0108 PE=4 SV=2,Q7D266,Atu0108,50 kDa,,unknown,23.031,26.514,22.55,20.593,20.213,27.038,19.061,25.103,15.279,22.215,22.172,23.267,26.44,34.126,30.034,25.841,27.606,25.27,19.851,24.684,21.148,22.979,26.427,25.58,23.823,27.09,25.622,24.001,23.234,23.19,18.808,20.723,22.238
Electron transfer flavoprotein beta subunit OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=etfB PE=4 SV=1,A9CFF1,etfB,26 kDa,,unknown,20.152,25.453,28.484,22.554,20.213,21.03,19.061,18.345,19.098,28.749,23.281,18.209,16.411,20.916,20.022,20.872,20.705,18.194,22.829,17.772,22.155,19.845,16.639,20.464,15.882,22.253,18.03,19.001,20.446,18.552,16.927,21.665,20.216
50S ribosomal protein L4 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rplD PE=3 SV=1,Q8UE19,rplD,22 kDa,,unknown,22.071,21.211,16.616,21.574,23.781,22.031,28.137,28,27.692,23.522,24.39,26.301,17.323,19.815,20.022,25.841,26.621,25.27,26.799,24.684,21.148,22.979,21.533,25.58,18.529,23.22,18.979,27.001,25.092,28.755,20.689,22.607,21.227
Protein-export protein SecB OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=secB PE=3 SV=1,Q8UJC2,secB,17 kDa,,unknown,21.111,21.211,17.803,22.554,20.213,22.031,25.414,25.103,24.828,14.375,22.172,25.29,24.617,20.916,23.026,22.86,28.592,22.238,23.822,22.709,20.141,22.979,25.448,22.51,24.705,21.285,22.775,21.001,23.234,27.828,26.332,24.491,26.281
sn-glycerol-3-phosphate-binding periplasmic protein UgpB OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=ugpB PE=3 SV=2,Q8UB32,ugpB,47 kDa,TRUE,unknown,26.869,25.453,23.737,16.671,10.701,17.024,19.061,18.345,16.233,23.522,26.607,25.29,16.411,14.311,18.02,16.896,21.691,20.216,25.807,24.684,24.169,20.89,25.448,22.51,29.117,29.993,29.418,16.001,16.728,13.914,23.51,23.549,24.259
Aspartate-semialdehyde dehydrogenase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=asd PE=3 SV=2,Q7CWX8,asd,38 kDa,,unknown,22.071,23.332,18.99,20.593,20.213,22.031,24.507,24.138,24.828,26.136,29.933,30.348,7.2939,11.008,8.0089,26.835,26.621,26.281,27.792,26.659,29.205,18.801,17.618,20.464,33.529,27.09,31.315,22.001,23.234,22.262,27.272,30.143,32.346
Adenylosuccinate synthetase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=purA PE=3 SV=1,Q8UCN6,purA,47 kDa,,unknown,23.99,19.09,16.616,25.496,22.592,21.03,30.86,27.034,25.783,23.522,25.498,20.232,23.705,17.613,19.021,23.854,20.705,24.259,22.829,25.671,19.134,20.89,18.596,21.487,22.058,19.35,19.928,27.001,26.951,25.973,22.57,25.433,20.216
Phosphoglucomutase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=exoC PE=3 SV=2,Q7CU06,exoC,58 kDa,,unknown,20.152,20.15,27.297,20.593,21.403,19.027,16.338,19.31,18.143,26.136,22.172,19.22,24.617,24.218,28.031,18.884,22.677,19.205,24.814,24.684,22.155,27.157,24.469,24.557,19.411,18.383,20.877,21.001,24.163,23.19,20.689,21.665,19.205
Inorganic pyrophosphatase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=ppa PE=3 SV=1,Q8UC37,ppa,20 kDa,,unknown,22.071,25.453,32.045,22.554,26.159,25.035,22.691,25.103,22.918,27.443,23.281,21.243,20.97,22.017,20.022,26.835,22.677,24.259,22.829,21.722,21.148,26.112,22.512,24.557,23.823,20.318,20.877,23.001,22.304,24.117,24.451,19.781,21.227
"ABC transporter, substrate binding protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3178 PE=3 SV=1",A9CET7,Atu3178,36 kDa,,unknown,34.546,8.4844,0,50.992,57.073,48.068,0,20.276,4.7746,40.51,43.236,43.498,0,0,0,47.707,47.325,51.551,47.643,49.368,47.332,19.845,40.129,42.974,0,0,0,27.001,2.788,0,1.8808,1.8839,1.0108
Dehydrogenase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3259 PE=4 SV=1,A9CEX8,Atu3259,53 kDa,,unknown,22.071,22.271,22.55,36.283,33.293,34.048,20.876,21.241,22.918,19.602,19.955,20.232,15.499,18.714,18.02,15.902,15.775,18.194,15.881,19.747,15.106,17.756,21.533,20.464,23.823,18.383,25.622,22.001,21.375,19.48,22.57,19.781,24.259
ATP-dependent zinc metalloprotease FtsH OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=ftsH PE=3 SV=2,Q7CT50,ftsH,71 kDa,,unknown,21.111,18.029,17.803,26.477,22.592,22.031,19.968,18.345,23.873,19.602,17.738,22.255,29.176,31.924,34.038,23.854,22.677,26.281,21.837,24.684,20.141,17.756,22.512,19.441,16.764,20.318,22.775,20.001,22.304,22.262,21.63,22.607,20.216
50S ribosomal protein L6 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rplF PE=3 SV=1,Q8UE33,rplF,19 kDa,,unknown,22.071,25.453,26.111,22.554,24.97,21.03,23.599,26.069,23.873,30.056,26.607,22.255,20.058,24.218,20.022,22.86,22.677,25.27,23.822,20.735,22.155,21.934,22.512,22.51,17.647,18.383,17.081,25.001,24.163,25.045,20.689,19.781,19.205
10 kDa chaperonin OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=groS PE=3 SV=2,P30780,groS,11 kDa,,unknown,17.273,18.029,22.55,18.632,19.024,19.027,18.153,19.31,20.053,16.988,17.738,19.22,18.235,17.613,20.022,18.884,17.747,22.238,19.851,20.735,18.127,21.934,23.49,17.394,17.647,14.513,13.285,20.001,18.587,18.552,16.927,16.955,18.194
